Scientific Name,Drugs.com URL,Adult Dosage,Pediatric Dosage,Renal Dose,Liver Dose
DEFERIPRONE,https://www.drugs.com/dosage/deferiprone.html,"for:




Thalassemia


Iron Overload","for:




Thalassemia


Iron Overload




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
TOBRAMYCIN,https://www.drugs.com/dosage/tobramycin.html,"for:




Osteomyelitis


Pneumonia


Pyelonephritis


Skin or Soft Tissue Infection


Bacterial Infection


Urinary Tract Infection


Sepsis


Bacteremia


Pneumonia with Cystic Fibrosis


Cystic Fibrosis


Meningitis


CNS Infection


Shunt Infection


Intraabdominal Infection


Peritonitis


Endocarditis","for:




Bacteremia


Osteomyelitis


Pneumonia


Pyelonephritis


Skin or Soft Tissue Infection


Bacterial Infection


Urinary Tract Infection


Sepsis


Burns - External


Cystic Fibrosis


Pneumonia with Cystic Fibrosis


Meningitis


Shunt Infection


Intraabdominal Infection


Peritonitis


Endocarditis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
IRON SUCROSE,https://www.drugs.com/dosage/iron-sucrose.html,"for:




Iron Deficiency Anemia","for:




Iron Deficiency Anemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
CHLORAL HYDRATE,https://www.drugs.com/dosage/chloral-hydrate.html,"for:




Insomnia


Sedation","for:




Insomnia


Sedation








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
DOLUTEGRAVIR,https://www.drugs.com/dosage/dolutegravir.html,"for:




HIV Infection


Nonoccupational Exposure","for:




HIV Infection


Nonoccupational Exposure




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
NIZATIDINE,https://www.drugs.com/dosage/nizatidine.html,"for:




Duodenal Ulcer


Duodenal Ulcer Prophylaxis


Gastric Ulcer


Erosive Esophagitis


Gastroesophageal Reflux Disease","for:




Erosive Esophagitis


Gastroesophageal Reflux Disease








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
SARILUMAB,https://www.drugs.com/dosage/sarilumab.html,"for:




Rheumatoid Arthritis


Polymyalgia Rheumatica




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
LECANEMAB,https://www.drugs.com/dosage/lecanemab.html,"for:




Alzheimer's Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DEGARELIX,https://www.drugs.com/dosage/degarelix.html,"for:




Prostate Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
AZITHROMYCIN,https://www.drugs.com/dosage/azithromycin.html,"for:




Legionella Pneumonia


Mycoplasma Pneumonia


Pneumonia


Tonsillitis/Pharyngitis


Sinusitis


Skin and Structure Infection


Bartonellosis


Gonococcal Infection - Uncomplicated


Chlamydia Infection


Cervicitis


Nongonococcal Urethritis


Chancroid


Pelvic Inflammatory Disease


Bronchitis


Mycobacterium avium-intracellulare - Prophylaxis


Mycobacterium avium-intracellulare - Treatment


Mycobacterium kansasii


Granuloma Inguinale


Pertussis Prophylaxis


Pertussis


Lyme Disease - Erythema Chronicum Migrans


Babesiosis


Bacterial Endocarditis Prophylaxis


Shigellosis


Campylobacter Gastroenteritis


Bacterial Infection


Syphilis - Early","for:




Otitis Media


Legionella Pneumonia


Mycoplasma Pneumonia


Pneumonia


Tonsillitis/Pharyngitis


Sinusitis


Pelvic Inflammatory Disease


Bartonellosis


Skin and Structure Infection


Gonococcal Infection - Uncomplicated


Chlamydia Infection


Mycobacterium avium-intracellulare - Prophylaxis


Mycobacterium avium-intracellulare - Treatment


Pertussis Prophylaxis


Pertussis


Lyme Disease - Erythema Chronicum Migrans


Babesiosis


Bacterial Endocarditis Prophylaxis


Shigellosis


Campylobacter Gastroenteritis


Syphilis - Early




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
DAPTOMYCIN,https://www.drugs.com/dosage/daptomycin.html,"for:




Skin and Structure Infection


Bacteremia


Endocarditis","for:




Skin and Structure Infection


Bacteremia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
GOSERELIN,https://www.drugs.com/dosage/goserelin.html,"for:




Prostate Cancer


Endometriosis


Breast Cancer-Palliative


Bleeding




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ROMIPLOSTIM,https://www.drugs.com/dosage/romiplostim.html,"for:




Idiopathic (Immune) Thrombocytopenic Purpura","for:




Idiopathic (Immune) Thrombocytopenic Purpura




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ISONIAZID,https://www.drugs.com/dosage/isoniazid.html,"for:




Tuberculosis - Extrapulmonary


Tuberculosis - Active


Tuberculosis - Latent


Tuberculosis - Prophylaxis


Mycobacterium kansasii","for:




Tuberculosis - Extrapulmonary


Tuberculosis - Active


Tuberculosis - Latent


Tuberculous Meningitis


Tuberculosis - Prophylaxis








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
CEFTAZIDIME,https://www.drugs.com/dosage/ceftazidime.html,"for:




Bacteremia


Meningitis


Sepsis


Endometriosis


Pelvic Inflammatory Disease


Pelvic Infections


Endometritis


Osteomyelitis


Joint Infection


Peritonitis


Intraabdominal Infection


Pneumonia


Pneumonia with Cystic Fibrosis


Nosocomial Pneumonia


Febrile Neutropenia


Skin or Soft Tissue Infection


Urinary Tract Infection


Cystitis


Endocarditis","for:




Septicemia


Nosocomial Pneumonia


Skin and Structure Infection


Urinary Tract Infection


Pyelonephritis


Pneumonia with Cystic Fibrosis


Pneumonia


Peritonitis


Osteomyelitis


Meningitis


Joint Infection


Intraabdominal Infection


Cystitis


Bacteremia


Bacterial Infection


Endocarditis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
POMALIDOMIDE,https://www.drugs.com/dosage/pomalidomide.html,"for:




Multiple Myeloma


Kaposi's Sarcoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
GLYCOPYRROLATE,https://www.drugs.com/dosage/glycopyrrolate.html,"for:




Anesthesia


Peptic Ulcer


Chronic Obstructive Pulmonary Disease - Maintenance","for:




Anesthesia


Excessive Salivation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ONDANSETRON,https://www.drugs.com/dosage/ondansetron.html,"for:




Nausea/Vomiting - Chemotherapy Induced


Nausea/Vomiting


Nausea/Vomiting - Postoperative


Nausea/Vomiting - Radiation Induced","for:




Nausea/Vomiting - Postoperative


Nausea/Vomiting - Chemotherapy Induced








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
VIGABATRIN,https://www.drugs.com/dosage/vigabatrin.html,"for:




Epilepsy","for:




Infantile Spasms


Epilepsy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ESCITALOPRAM,https://www.drugs.com/dosage/escitalopram.html,"for:




Generalized Anxiety Disorder


Depression","for:




Depression




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
FERROUS SULFATE,https://www.drugs.com/dosage/ferrous-sulfate.html,"for:




Iron Deficiency Anemia


Anemia Associated with Chronic Renal Failure


Vitamin/Mineral Supplementation","for:




Iron Deficiency Anemia


Vitamin/Mineral Supplementation








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
Eplontersen,https://www.drugs.com/dosage/eplontersen.html,"for:




Hereditary Amyloidosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DROPERIDOL,https://www.drugs.com/dosage/droperidol.html,"for:




Nausea/Vomiting


Nausea/Vomiting - Postoperative","for:




Nausea/Vomiting


Nausea/Vomiting - Postoperative




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ABACAVIR,https://www.drugs.com/dosage/abacavir.html,"for:




HIV Infection


Nonoccupational Exposure


Occupational Exposure","for:




HIV Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
IDURSULFASE,https://www.drugs.com/dosage/idursulfase.html,"for:




Mucopolysaccharidosis Type II","for:




Mucopolysaccharidosis Type II




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
EZETIMIBE,https://www.drugs.com/dosage/ezetimibe.html,"for:




Hyperlipidemia


Homozygous Familial Hypercholesterolemia


Sitosterolemia


Heterozygous Familial Hypercholesterolemia","for:




Homozygous Familial Hypercholesterolemia


Sitosterolemia


Heterozygous Familial Hypercholesterolemia








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
FENOFIBRATE,https://www.drugs.com/dosage/fenofibrate.html,"for:




Hyperlipidemia


Hyperlipoproteinemia Type IIa (Elevated LDL)


Hyperlipoproteinemia Type IIb (Elevated LDL + VLDL)


Dyslipidemia


Hyperlipoproteinemia Type IV (Elevated VLDL)


Hyperlipoproteinemia Type V (Elevated Chylomicrons + VLDL)


Hypertriglyceridemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SEMAGLUTIDE,https://www.drugs.com/dosage/semaglutide.html,"for:




Diabetes Type 2


Cardiovascular Risk Reduction


Weight Loss




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ZOLPIDEM,https://www.drugs.com/dosage/zolpidem.html,"for:




Insomnia",,,
Mitapivat,https://www.drugs.com/dosage/mitapivat.html,"for:




Hemolytic Anemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
FERROUS FUMARATE,https://www.drugs.com/dosage/ferrous-fumarate.html,"for:




Iron Deficiency Anemia


Anemia Associated with Chronic Renal Failure


Vitamin/Mineral Supplementation","for:




Iron Deficiency Anemia


Vitamin/Mineral Supplementation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
IVOSIDENIB,https://www.drugs.com/dosage/ivosidenib.html,"for:




Acute Myeloid Leukemia


Cholangiocarcinoma of biliary tract




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TEPOTINIB,https://www.drugs.com/dosage/tepotinib.html,"for:




Non-Small Cell Lung Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
"AZILSARTAN MEDOXOMIL, CHLORTHALIDONE",https://www.drugs.com/dosage/azilsartan-medoxomil-chlorthalidone.html,"for:




Hypertension




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TRABECTEDIN,https://www.drugs.com/dosage/trabectedin.html,"for:




Soft Tissue Sarcoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
FLUOROURACIL,https://www.drugs.com/dosage/fluorouracil.html,"for:




Colorectal Cancer


Breast Cancer


Stomach Cancer


Pancreatic Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
"CALCIUM CARBONATE, MAGNESIUM CARBONATE",https://www.drugs.com/dosage/calcium-carbonate-magnesium-carbonate.html,"for:




Hyperphosphatemia of Renal Failure




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
INDOCYANINE GREEN,https://www.drugs.com/dosage/indocyanine-green.html,"for:




Diagnostic","for:




Diagnostic




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
IRBESARTAN,https://www.drugs.com/dosage/irbesartan.html,"for:




Hypertension


Diabetic Nephropathy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
TALAZOPARIB,https://www.drugs.com/dosage/talazoparib.html,"for:




Breast Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
"ALOGLIPTIN, PIOGLITAZONE",https://www.drugs.com/dosage/alogliptin-pioglitazone.html,"for:




Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CYCLOPHOSPHAMIDE,https://www.drugs.com/dosage/cyclophosphamide.html,"for:




Malignant Disease","for:




Malignant Disease


Nephrotic Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
Deflazacort,https://www.drugs.com/dosage/deflazacort.html,"for:




Muscular Dystrophy","for:




Muscular Dystrophy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
REGORAFENIB,https://www.drugs.com/dosage/regorafenib.html,"for:




Colorectal Cancer


Gastrointestinal Stromal Tumor


Hepatocellular Carcinoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CINACALCET,https://www.drugs.com/dosage/cinacalcet.html,"for:




Secondary Hyperparathyroidism


Hypercalcemia of Malignancy


Primary Hyperparathyroidism




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis",,,
MARALIXIBAT,https://www.drugs.com/dosage/maralixibat.html,"for:




Pruritus


Pruritus of Partial Biliary Obstruction","for:




Pruritus


Pruritus of Partial Biliary Obstruction




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
TENOFOVIR ALAFENAMIDE,https://www.drugs.com/dosage/tenofovir-alafenamide.html,"for:




HIV Infection


Chronic Hepatitis B


Occupational Exposure


Nonoccupational Exposure","for:




HIV Infection


Chronic Hepatitis B


Nonoccupational Exposure








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
MAGNESIUM CITRATE,https://www.drugs.com/dosage/magnesium-citrate.html,"for:




Constipation","for:




Constipation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dialysis


Other Comments",,
LINEZOLID,https://www.drugs.com/dosage/linezolid.html,"for:




Bacteremia


Pneumonia


Bacterial Infection


Nosocomial Pneumonia


Skin and Structure Infection","for:




Bacteremia


Pneumonia


Bacterial Infection


Nosocomial Pneumonia


Skin and Structure Infection








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
APIXABAN,https://www.drugs.com/dosage/apixaban.html,"for:




Deep Vein Thrombosis - Prophylaxis


Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery


Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery


Prevention of Thromboembolism in Atrial Fibrillation


Thromboembolic Stroke Prophylaxis


Deep Vein Thrombosis


Pulmonary Embolism




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
Sitagliptin,https://www.drugs.com/dosage/sitagliptin.html,"for:




Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
UPADACITINIB,https://www.drugs.com/dosage/upadacitinib.html,"for:




Rheumatoid Arthritis


Psoriatic Arthritis


Atopic Dermatitis


Ulcerative Colitis - Active


Ulcerative Colitis - Maintenance


Crohn's Disease - Acute


Crohn's Disease - Maintenance


Ankylosing Spondylitis


Axial Spondyloarthritis","for:




Atopic Dermatitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
EPOETIN ALFA,https://www.drugs.com/dosage/epoetin-alfa.html,"for:




Anemia Associated with Zidovudine


Anemia Associated with Chemotherapy


Anemia Associated with Chronic Renal Failure


Anemia Prior to Surgery","for:




Anemia Associated with Chemotherapy


Anemia Associated with Chronic Renal Failure




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
BRIVARACETAM,https://www.drugs.com/dosage/brivaracetam.html,"for:




Epilepsy","for:




Epilepsy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
DEFERASIROX,https://www.drugs.com/dosage/deferasirox.html,"for:




Iron Overload


Thalassemia","for:




Iron Overload


Thalassemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
SODIUM POLYSTYRENE SULFONATE,https://www.drugs.com/dosage/sodium-polystyrene-sulfonate.html,"for:




Hyperkalemia","for:




Hyperkalemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
Marstacimab,https://www.drugs.com/dosage/marstacimab.html,"for:




Bleeding","for:




Bleeding




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
RIVASTIGMINE,https://www.drugs.com/dosage/rivastigmine.html,"for:




Alzheimer's Disease


Parkinson's Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
Vorasidenib,https://www.drugs.com/dosage/vorasidenib.html,"for:




Brain/Intracranial Tumor","for:




Brain/Intracranial Tumor




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
IODIXANOL,https://www.drugs.com/dosage/iodixanol.html,"for:




Intra-arterial Digital Subtraction Angiography


Computed Tomography


Urography


Venography


Peripheral Arteriography


Cerebral Arteriography


Coronary Arteriography


Aortography


Renal Arteriography","for:




Cerebral Arteriography


Intra-arterial Digital Subtraction Angiography


Coronary Arteriography


Renal Arteriography


Aortography


Peripheral Arteriography


Computed Tomography


Urography


Venography




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
VINCRISTINE,https://www.drugs.com/dosage/vincristine.html,"for:




Malignant Disease


Solid Tumors","for:




Malignant Disease


Solid Tumors




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
potassium citrate,https://www.drugs.com/dosage/potassium-citrate.html,"for:




Nephrolithiasis


Renal Tubular Acidosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
"SOFOSBUVIR, VELPATASVIR, VOXILAPREVIR",https://www.drugs.com/dosage/sofosbuvir-velpatasvir-voxilaprevir.html,"for:




Chronic Hepatitis C




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
Mirikizumab,https://www.drugs.com/dosage/mirikizumab.html,"for:




Ulcerative Colitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ETANERCEPT,https://www.drugs.com/dosage/etanercept.html,"for:




Ankylosing Spondylitis


Rheumatoid Arthritis


Psoriatic Arthritis


Plaque Psoriasis","for:




Juvenile Idiopathic Arthritis


Plaque Psoriasis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
"CARBIDOPA, LEVODOPA",https://www.drugs.com/dosage/carbidopa-levodopa.html,"for:




Parkinson's Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
OMALIZUMAB,https://www.drugs.com/dosage/omalizumab.html,"for:




Asthma - Maintenance


Urticaria","for:




Asthma - Maintenance


Urticaria




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
NIRAPARIB,https://www.drugs.com/dosage/niraparib.html,"for:




Ovarian Cancer


Fallopian Tube Cancer


Peritoneal Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CABOZANTINIB,https://www.drugs.com/dosage/cabozantinib.html,"for:




Thyroid Cancer


Renal Cell Carcinoma


Hepatocellular Carcinoma","for:




Thyroid Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ETOPOSIDE,https://www.drugs.com/dosage/etoposide.html,"for:




Testicular Cancer


Small Cell Lung Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ISOTRETINOIN,https://www.drugs.com/dosage/isotretinoin.html,"for:




Acne","for:




Acne




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
LENVATINIB,https://www.drugs.com/dosage/lenvatinib.html,"for:




Thyroid Cancer


Renal Cell Carcinoma


Hepatocellular Carcinoma


Endometrial Carcinoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
PITOLISANT,https://www.drugs.com/dosage/pitolisant.html,"for:




Narcolepsy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
PALIVIZUMAB,https://www.drugs.com/dosage/palivizumab.html,,"for:




Respiratory Syncytial Virus




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
CHARCOAL,https://www.drugs.com/dosage/charcoal.html,"for:




Gastrointestinal Decontamination


Flatulence","for:




Gastrointestinal Decontamination




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis",,
ALPRAZOLAM,https://www.drugs.com/dosage/alprazolam.html,"for:




Anxiety


Panic Disorder",,,
EFGARTIGIMOD ALFA,https://www.drugs.com/dosage/efgartigimod-alfa.html,"for:




Myasthenia Gravis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
RISANKIZUMAB,https://www.drugs.com/dosage/risankizumab.html,"for:




Psoriatic Arthritis


Plaque Psoriasis


Crohn's Disease - Acute


Crohn's Disease - Maintenance




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ORLISTAT,https://www.drugs.com/dosage/orlistat.html,"for:




Obesity","for:




Obesity




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
OSILODROSTAT,https://www.drugs.com/dosage/osilodrostat.html,"for:




Cushing's Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
IRINOTECAN,https://www.drugs.com/dosage/irinotecan.html,"for:




Colorectal Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
Capecitabine,https://www.drugs.com/dosage/capecitabine.html,"for:




Colorectal Cancer


Breast Cancer


Esophageal Carcinoma


Gastric Cancer


Pancreatic Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
EPTIFIBATIDE,https://www.drugs.com/dosage/eptifibatide.html,"for:




Myocardial Infarction


Angina Pectoris


Acute Coronary Syndrome


Percutaneous Coronary Intervention




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ROFLUMILAST,https://www.drugs.com/dosage/roflumilast.html,"for:




Chronic Obstructive Pulmonary Disease - Maintenance




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
NICOTINE,https://www.drugs.com/dosage/nicotine.html,"for:




Smoking Cessation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
RIVAROXABAN,https://www.drugs.com/dosage/rivaroxaban.html,"for:




Atrial Fibrillation


Deep Vein Thrombosis


Pulmonary Embolism


Deep Vein Thrombosis - Recurrent Event


Pulmonary Embolism - Recurrent Event


Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery


Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery


Venous Thromboembolism


Coronary Artery Disease


Peripheral Arterial Disease


Cardiovascular Risk Reduction","for:




Venous Thromboembolism


Congenital Heart Disease




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
APALUTAMIDE,https://www.drugs.com/dosage/apalutamide.html,"for:




Prostate Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
APREMILAST,https://www.drugs.com/dosage/apremilast.html,"for:




Behcet's Disease


Psoriatic Arthritis


Plaque Psoriasis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CLOZAPINE,https://www.drugs.com/dosage/clozapine.html,"for:




Schizophrenia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
IPTACOPAN,https://www.drugs.com/dosage/iptacopan.html,"for:




Paroxysmal Nocturnal Hemoglobinuria


Primary Immunoglobulin A Nephropathy




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CHLORZOXAZONE,https://www.drugs.com/dosage/chlorzoxazone.html,"for:




Muscle Spasm




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CLONAZEPAM,https://www.drugs.com/dosage/clonazepam.html,"for:




Seizure Prophylaxis


Panic Disorder","for:




Seizure Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
LONCASTUXIMAB TESIRINE,https://www.drugs.com/dosage/loncastuximab-tesirine.html,"for:




Lymphoma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
AZACITIDINE,https://www.drugs.com/dosage/azacitidine.html,"for:




Myelodysplastic Syndrome


Acute Myeloid Leukemia","for:




Leukemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
