Original Name,Search Term
FLEBOGAMMA 5% DIF SOLUTION FOR INFUSION,FLEBOGAMMA
ZOLEDRON 4 mg per 5 ml,ZOLEDRON
PRINCEOXIN 250 mg film-coated tablet,PRINCEOXIN
PREGA 50 MG CAPSULE,PREGA
TAPCLOB 5MG/5ML ORAL SUSPENSION,TAPCLOB
ESSERA 50 mg film-coated tablet,ESSERA
Risilud 0.05% NASAL SPRAY,RISILUD
TREZOL 2.5 mg film-coated tablet,TREZOL
LAMIRA 25 mg TABLET,LAMIRA
TRANDATE TAB 200 MG.,TRANDATE
SYNACTHEN DEPOT,SYNACTHEN
LEVOZIN 5 mg film-coated tablet,LEVOZIN
MOXICAN 400 mg film-coated tablet,MOXICAN
NOVOEIGHT 250 IU Powder & Solvent For Solution For Injection,NOVOEIGHT
CUREAML 500 mg Capsules,CUREAML
DANOVAR,DANOVAR
DIOSTAR PLUS,DIOSTAR
EMDITIL 500MG Film-coated TABLET,EMDITIL
KEYTRUDA 25 mg/ml Concentrate For Solution For Infusion,KEYTRUDA
ELTROXIN 0.05MG TAB,ELTROXIN
PURINETHOL 50MG TAB,PURINETHOL
ATORLIP 20 mg film-coated tablet,ATORLIP
XELJANZ 5 mg film-coated tablet,XELJANZ
ACUVAIL ophthalmic solution,ACUVAIL
OPDIVO 10 mg/ml solution for injection,OPDIVO
OLIMEL N5E emulsion for infusion,OLIMEL
ADAZIO 25 mg film-coated tablet,ADAZIO
BRONCHOFAST 10 mg film-coated tablet,BRONCHOFAST
AZERA 100 mg enteric-coated tablet,AZERA
JURNISTA 8 mg prolonged-release tablet,JURNISTA
"VIVARO 100 IU/ml pre-filled pen, disposable",VIVARO
ENGERIX-B,ENGERIXB
SURVANTA INTRATRACHEAL SUSP.VIAL 8ML,SURVANTA
SEVORANE INHAL.ANESTHESIA Plastic BOTTLE,SEVORANE
HUMIRA 40MG/0.4ML PRE- FILLED SYRINGE,HUMIRA
GRACIAL TABLET,GRACIAL
ZELBORAF 240 mg film-coated tablet,ZELBORAF
MORPHINE SULPHATE BP 10 mg/ml solution for injection,MORPHINE
EPHEDRINE HYDROCHLORIDE 30 mg/ml solution for injction,EPHEDRINE
"DILUTE ADRENALINE (Epinephrine) 1:10, 000 solution for injection",DILUTE
METHADONE MARTINDALE PHARMA 2 mg/ml oral solution,METHADONE
FERINJECT,FERINJECT
SUSTANON 250 AMP,SUSTANON
MENOPUR Multidose,MENOPUR
BIODAL 50000 iu tablet,BIODAL
BLOCAL 5 mg capsule,BLOCAL
DEMENT 10 mg film-coated tablet,DEMENT
BRONCHOVENT 5mg/ml nebuliser solution,BRONCHOVENT
NATURAL E 400 softgel capsule,NATURAL
MEDROLONE 40 mg lyophilisate for solution for injection,MEDROLONE
VIOTOPIC 0.03% ointment,VIOTOPIC
CoDICERAN 16/12.5 film-coated tablet,CODICERAN
OLANA 10 mg orodispersible tablet,OLANA
ADCETRIS 50 mg powder for concentrate for solution for infusion,ADCETRIS
BRONCAST 10 mg film-coated tablet,BRONCAST
LEVOFLOXACIN Sandoz 500 mg film-coated tablet,LEVOFLOXACIN
CELEBREX 400 mg capsule,CELEBREX
BROFIX 0.09% eye drops solution,BROFIX
CIPRALEX 10 MG F.C. TABLETS,CIPRALEX
CLARINASE TAB,CLARINASE
ARIXTRA 2.5MG-0.5ML PRE-FILLED SYRINGE,ARIXTRA
DEFIROX 250 mg dispersible tablet,DEFIROX
MOXIVE 400 mg film-coated tablet,MOXIVE
TARGOPLANIN 200 mg injection,TARGOPLANIN
ENGERIX B,ENGERIX
BOOSTRIX VACCINE,BOOSTRIX
ZYMAXID 0.5% eye drops solution,ZYMAXID
Elong 30 mg film-coated tablet,ELONG
PERIOLIMEL N4E emulsion for infusion,PERIOLIMEL
ULTIBRO Breezhaler,ULTIBRO
VFEND 200MG TABLET,VFEND
ALFOSIN XR 10 mg prolonged-release tablet,ALFOSIN
HALURAN inhalation solution,HALURAN
LORETA 5mg film-coated tablet,LORETA
LORA FM 10 mg tablet,LORA
BREVIBLOC Premixed 10 mg/ml solution for infusion,BREVIBLOC
PREZISTA 400 mg film-coated tablet,PREZISTA
INLYTA 1 mg film-coated tablet,INLYTA
GIOTRIF 30 mg film-coated tablet,GIOTRIF
CLOFAST-P 50 mg tablet,CLOFASTP
NORMALIX SR 1.5 mg modified-release tablet,NORMALIX
PARACETAMOL B.Braun 10 mg/ml solution for infusion,PARACETAMOL
PANTOL 40 mg enteric-coated tablet,PANTOL
ALERSON 0.1 % Cream,ALERSON
IMBRUVICA 140 mg capsule,IMBRUVICA
HEPAVIR 0.5 mg film-coated tablet,HEPAVIR
EVITAR 0.1% gel,EVITAR
EYLEA 40 mg/ml solution for injection,EYLEA
TARCEVA 150 mg film-coated tablet,TARCEVA
KIVEXA film-coated tablet,KIVEXA
HEXAXIM vaccine,HEXAXIM
JALRA 50 mg tablet,JALRA
CITABOL 1000 mg powder for solution for infusion,CITABOL
YERVOY 5 mg/ml intravenous infusion,YERVOY
PEMAR 10 mg prolonged-release tablet,PEMAR
ATROSOL 250 mcg/ml nebuliser solution,ATROSOL
AZAR 50 mg film-coated tablet,AZAR
AZAR-D 50/12.5 mg film-coated tablet,AZARD
LD-NOR 10 mg film-coated tablet,LDNOR
HARVONI 400/90 mg film-coated tablet,HARVONI
NovoThirteen (rFXIII) powder and solvent for solution for injection,NOVOTHIRTEEN
HEPATAB 0.5 mg film-coated tablet,HEPATAB
BLES,BLES
ZARZIO 30 mU/0.5 mL solution for injection,ZARZIO
ENTRESTO,ENTRESTO
CLOGREL 75 mg film-coated tablet,CLOGREL
VALES 500 mg film-coated tablet,VALES
IMATOX 4 mg/2 ml solution for injection/infusion,IMATOX
ARTHOSAVE 200 mg tablet,ARTHOSAVE
SIRDALUD 2MG TAB,SIRDALUD
TRILEPTAL 300MG F.C TAB,TRILEPTAL
CATAFLAM 50MG TABLET,CATAFLAM
FAMVIR 125MGTAB,FAMVIR
CATAFAST 50 MG SACHET,CATAFAST
MOSEGOR SYRUP,MOSEGOR
SANDIMMUN CONC.FOR INFUSIN 250MG-5ML,SANDIMMUN
LUCENTIS 10MG-ML INTRAVITREAL Injection,LUCENTIS
LAVOXIN 500 mg solution for infusion,LAVOXIN
KADCYLA 160 mg powder for concentrate for solution for infusion,KADCYLA
SIMULECT 20 MG I.V VIAL,SIMULECT
PARLODEL 2.5 MG TAB,PARLODEL
FEMARA 2.5 MG TABLET,FEMARA
PARACETOL 10 mg/ml intravenous infusion,PARACETOL
GLYCOPYRRONIUM BROMIDE 200 mcg/ml solution for injection,GLYCOPYRRONIUM
PETHIDINE PETHIDINE 50 mg/ml injection BP,PETHIDINE
LESCOL XL 80 MG FILM COATED TAB,LESCOL
ANAFRANIL TAB 10MG,ANAFRANIL
FLUTIFORM 50/5 mcg pressurised inhalation suspension,FLUTIFORM
Naselfast nasal spray suspension,NASELFAST
VIRECTA 50 mg film-coated tablet,VIRECTA
OCUFENAC 1 mg/ml ophthalmic solution,OCUFENAC
XTANDI 40 mg capsule,XTANDI
SOLIAN 100 MG TABLET,SOLIAN
XATRAL XL 10 MG,XATRAL
FLAGYL 250MG TAB,FLAGYL
YAZ PLUS film-coated tablet,YAZ
AUBAGIO 14 mg film-coated tablet,AUBAGIO
ARIPEX 10 mg tablet,ARIPEX
SOFOCURE 400 mg film-coated tablet,SOFOCURE
VAROXA 10 mg film-coated tablet,VAROXA
JEVTANA 60 mg concentrate and solvent for solution for infusion,JEVTANA
GYNOCIN 10 IU/ml solution for injection,GYNOCIN
VIRECTIL 100 mg tablet,VIRECTIL
ZOLINDA 10 mg tablet,ZOLINDA
FABRAZYME 35 mg powder for concentrate for solution for infusion,FABRAZYME
DUODOPA intestinal gel,DUODOPA
REMERON 30MG TAB,REMERON
INEGY,INEGY
EZETROL 10 mg tablet,EZETROL
MULTILYTE pH 5.5 solution for infusion,MULTILYTE
ADENOCOR 6MG-2ML VIAL,ADENOCOR
ESOMEP 20 mg gastro-resistant tablet,ESOMEP
KEMADRIN 5MG TABLET,KEMADRIN
ALKERAN TABLETS 2 MG,ALKERAN
DICERAN 8 mg film-coated tablet,DICERAN
MEMENTA 10 mg film-coated tablet,MEMENTA
ILLUSOF 300 mg/ml solution for injection/infusion,ILLUSOF
SINGULAIR,SINGULAIR
SERONORM 0.25 mg solution for IV injection,SERONORM
OSTADIL 4 mg concentrate for IV infusion,OSTADIL
AMBAFEN 4 mg/ml solution for infusion,AMBAFEN
GOUTEX 80 mg film-coated tablet,GOUTEX
COSENTYX 150 mg/ml solution for injection in pre-filled pen,COSENTYX
TRESIBA FlexTouch 100 U/ml solution for injection,TRESIBA
SOVIRA 400 mg film-coated tablet,SOVIRA
GABEX 75 mg capsule,GABEX
SPRYCEL 20MG F.C. TABLETS,SPRYCEL
LASTINEM 500 mg powder for solution for infusion,LASTINEM
LAVISTINA 24 mg tablet,LAVISTINA
JANUVIA 100MG F.C. TABLETS,JANUVIA
PROSCAR,PROSCAR
JANUMET,JANUMET
ZOCOR 10MG TAB,ZOCOR
CANCIDAS 50 MG VIAL,CANCIDAS
NASONEX 0.05% NASAL SPRAY,NASONEX
ATROVENT 250MCG-2ML UDV (SOLUTION FOR INHALATION),ATROVENT
ADENURIC 80 mg film-coated tablet,ADENURIC
VITAL E 400 mg capsule,VITAL
DELAXIN 30 mg delayed-release capsule,DELAXIN
REMSIMA 100 mg powder for solution for infusion,REMSIMA
PRANZA ODT 5 mg,PRANZA
FYCOMPA 2 mg Film-Coated Tablet,FYCOMPA
PRIMA D3 5000 IU softgel capsule,PRIMA
NULEX 100 mg Capsule,NULEX
SEQUIT 25 mg Film Coated Tablets,SEQUIT
BRIDION 100 mg/ml Solution for Injection,BRIDION
AKYNZEO 300 mg/0.5 mg hard capsules,AKYNZEO
LIXIANA 60 mg film coted tablet,LIXIANA
INVANZ 1 gm Powder for Concentrate for Solution for Infusion,INVANZ
VILDATIN 50 mg Tablet,VILDATIN
TEGOZOL 20 mg Capsule,TEGOZOL
BETMIGA 25 mg Prolonged Release Film Coted Tablet,BETMIGA
CLOMID 50MG TAB,CLOMID
THYROGEN 0.9 mg/ml powder for solution For injection,THYROGEN
LAGONA 20 mg  Hard capsule,LAGONA
FENSOLIN 5 mg Film Coated Tablet,FENSOLIN
MAVIRET 100 mg/40 mg Film Coated Tablet,MAVIRET
GLEMAX 1 mg Tablet,GLEMAX
CIPALIN 0.5 mg/ml Vial,CIPALIN
PRICK TEST,PRICK
OCTAPLEX 500 IU,OCTAPLEX
PRIC-TEK Sol. for Skin Prick Test (Mould),PRICTEK
Clustek,CLUSTEK
Oraltek 30.000 TU/ml Sol. for Sublingual Spray (Pollen),ORALTEK
ALLERGOTEK Oraltek 30.000 TU/ml Sol. for Sublingual Spray (Indoor),ALLERGOTEK
EMANERA 20mg Gastro-Resistant Capsule,EMANERA
PULECTUS 100 mg Film Coated Tablet,PULECTUS
AZYN 500 mg Film Coated Tablet,AZYN
ARBAVASC HCT 160/10/25 mg Film-coated Tablet,ARBAVASC
BUSCOPAN TABLETS 10MG,BUSCOPAN
KISQALI 200 mg Film-Coated Tablet,KISQALI
VULTERA 200 mg Film Coated Tablet,VULTERA
YOCAIR 4 mg Chewable Tablets,YOCAIR
LOVERA 10 mg Film Coated Tablet,LOVERA
SOMATULINE AUTOGEL 120 MG SOLUTION FOR INJECTION IN PRE-FILLE,SOMATULINE
TOSTAF 500 mg Vial,TOSTAF
XULTOPHY 100 U/ml + 3.6 mg/ml Solution for  Injection,XULTOPHY
EXXARA 8 mg film-coated tablets,EXXARA
ZAVICEFTA 2 g/0.5 g Vial,ZAVICEFTA
ONDA 2 mg/ml Solution for Injection,ONDA
TRAMAL 50 MG-1 ML AMPOULE,TRAMAL
DIANE-35 TAB,DIANE
EPINOR 1 mg/ml Injection,EPINOR
NOREPIRIN 2 mg/ml Injection,NOREPIRIN
ELEVIT PRONATAL,ELEVIT
OLUMIANT 2 mg Film Coated Tablet,OLUMIANT
MOZOBIL 24mg/1.2ml solution for injection,MOZOBIL
OLMEPRESS 40 mg film-coated tablet,OLMEPRESS
MONOFER 100 mg/ml Solution For Injection/Infusion,MONOFER
ADEMPAS 0.5 mg film-coated tablets,ADEMPAS
ORGALUTRAN 0.25MG\0.5ML SYRINGE,ORGALUTRAN
PROVERA 5MG TAB,PROVERA
AMEP 10 mg Tablet,AMEP
ELONVA 150 mcg Solution For Injection,ELONVA
TANDO 5 mg Film Coted Tablet,TANDO
XIGDUO XR 10 mg/1000 mg Film Coted Tablet,XIGDUO
KETOVA 100 mg Film Coated Tablets,KETOVA
ORATANE 10 mg Soft Capsules,ORATANE
NOSTIFIX 0.5 mg TABLET,NOSTIFIX
VEELBORE 3.5 mg Powder For Solution For Injection,VEELBORE
ZOLONIA 5 mg Film Coated Tablet,ZOLONIA
YASMIN TAB.,YASMIN
FLOMOXIN 400 mg Solution for Infusion,FLOMOXIN
TEICO 200 mg Vial,TEICO
VILTIN 50 mg Tablet,VILTIN
EXTEMENT 25 mg Chewable Tablet,EXTEMENT
DOCETAXEL SPC 20 mg/ml Solution for Infusion,DOCETAXEL
Imalar 100 mg Tablet,IMALAR
SOLIQUA SOLOSTAR (33 mcg/ml) /100 U Solution for Injection,SOLIQUA
INSTIGAR 30 mg Delayed-Release Capsule,INSTIGAR
BORTEZOMIB SPC 3.5 mg Powder for Solution for Infusion,BORTEZOMIB
EZEACT 40 mg Tablet,EZEACT
NIVESTIM 600 mcg Solution for Injection/ Infusion,NIVESTIM
ACTODRYL Syrup,ACTODRYL
PEMETREXED SPC 500 mg Powder for Solution for  Infusion,PEMETREXED
CAPECITABINE SPC 150 mg Film Coted Tablet,CAPECITABINE
IRBEGEN 150 mg Film Coated Tablet,IRBEGEN
SEROGEN 25 mg Film Coated Tablet,SEROGEN
LAYAL Syrup,LAYAL
LIPOPLUS 20 % Emulsion For Infusion,LIPOPLUS
BASAGLAR 100 u/ml solution for injection in Pre-Filled pen,BASAGLAR
DELTACEF 1 gm Vial,DELTACEF
JADENU 90 mg Film-coated Tablet,JADENU
ROTUB 6 mg/ml Concentrate For Solution For Infusion,ROTUB
DYNASTAT 40 mg Powder And solvent for Solution For injection,DYNASTAT
BETOPTIC OPTHALMIC SOLUTION 0.5%,BETOPTIC
TOBRADEX EYE OINT,TOBRADEX
NOSTAM 0.4 MG PROLONGED RELEASE TABLET,NOSTAM
RAMEP 20 MG GASTRO-RESISTANT TABLET,RAMEP
HEMLIBRA 150 MG/ML SOLUTION FOR INJECTION,HEMLIBRA
ZOLAN 10 MG FILM-COATED  TABLET,ZOLAN
AQUAFLAM 50 MG SACHET,AQUAFLAM
BIOSOFT EYE DROP,BIOSOFT
PARACONICA 10 MG/ML SOLUTION FOR INFUSION,PARACONICA
CHLORASEPTIC SORE THROAT LOZENGES (cherry),CHLORASEPTIC
DYSPORT 500U VIAL,DYSPORT
VERZENIO 200 MG FILM-COATED TABLET,VERZENIO
DIAPAM 10MG/2ML SOL. FOR INJ./INF,DIAPAM
CLEXANE 40MG\0.4ML PREFILLED SYRINGE,CLEXANE
KYPROLIS 60 mg Powder For Solution For Injection,KYPROLIS
M.M.R II 0.5ML VACCINE+ 0.7ML DILUENT,MMR
ARCOXIA 60MG TAB,ARCOXIA
DEXILANT 30 mg,DEXILANT
SOOLANTRA 10MG/GM CREAM,SOOLANTRA
CARPAZIO 150 MG FILM COATED TABLET,CARPAZIO
VIBERZI 100 MG FILM COATED TABLETS,VIBERZI
VELPHORO 500 MG CHEWABLE TABLET,VELPHORO
ESCITALAX 20MG FILM COATED TABLET,ESCITALAX
LIPIZET 10MG TABLET,LIPIZET
Arkator 60MG F.C.TABLET,ARKATOR
MERISCAN 0.5MMOL/ML VIAL,MERISCAN
STORVAS 40MG F.C.TABLET,STORVAS
EPIXX 100MG/ML SYRUP,EPIXX
UNISIA 8 MG/2.5 MG TABLET,UNISIA
LAXILOSE SYRUP,LAXILOSE
MEPROSON 40MG POWDER FOR INJECTION,MEPROSON
ETOXA 60 MG FILM COATED TABLET,ETOXA
PLATEREL 5MG F.C.TABLET,PLATEREL
MEXAT 25 MG/ML SOLUTION FOR INJECTION,MEXAT
ULTIVA 1MG VIAL(LYOPHILIZED),ULTIVA
DIBASA 100000 I.U  AMPOULE,DIBASA
QATPEN XR 150MG TABLETS,QATPEN
ZAHRA TABLET,ZAHRA
LENALIDOMIDE SPC 25 mg Capsule,LENALIDOMIDE
PENTHROX 99.9 % liquid for inhalation,PENTHROX
MONTAS 4 mg Chewable Tablets,MONTAS
CONVENTIN 300 mg Capsule,CONVENTIN
ZYTERO 12.5 mg Film Coated Tablet,ZYTERO
APISAL 0.9% EYE-NOSE DROPS,APISAL
VIBRAMYCIN 100MG TABLET,VIBRAMYCIN
MICROLUT 0.03MG-TAB COATED TAB.,MICROLUT
XALKORI 250MG CAPSULE,XALKORI
ZYTIGA 500 Film-coated Tablet,ZYTIGA
TOBREX OPTH.OINT. 0.3%,TOBREX
MAXITROL DROPS,MAXITROL
VIGAMOX 0.5% OPHTHALMIC SOLUTION,VIGAMOX
AZOPT 1%,AZOPT
ROXONE 1 gm Powder for Solution for Injection,ROXONE
DUOTRAV EYE DROPS,DUOTRAV
NINLARO 3 mg Hard Capsule,NINLARO
EPNONE 50 mg Tablet,EPNONE
FORTEO 20 MCG per 80MCL,FORTEO
SIMBRINZA DROPS SUSP,SIMBRINZA
NEVANAC EYE DROP,NEVANAC
EXTRANEAL 7.5% w/v solution,EXTRANEAL
SEVITENSE 40/10 MG FILM COATED TABLET,SEVITENSE
COUFATEX 1 mg Tablet,COUFATEX
AZARGA EYE DROPS,AZARGA
HALAVEN,HALAVEN
EMCAST 5 MG CHEWABLE TABLET,EMCAST
PILOCIN,PILOCIN
PHOXILIUM 1.2MMOL/I SOL. FOR HAEMODIAL./HAEMOFILT,PHOXILIUM
PREGALEN 50 MG CAPSULE,PREGALEN
RENOMER 800 MG FILM-COATED TABLET,RENOMER
OXIRA 8MG F.C.TABLET,OXIRA
VALDATIN 50MG TABLET,VALDATIN
TAFINLAR 50MG CAPSULE(28),TAFINLAR
XEMETAN 25MG F.C.TABLET,XEMETAN
PROXEN F.C. TAB 250MG,PROXEN
REGULON,REGULON
VALIP 2 mg  film-coated tablets,VALIP
ROSUVAS 10 MG FILM COATED TABLET,ROSUVAS
TREMFYA 100 MG/ML,TREMFYA
ZONAM 2 MG FILM-COATED TABLET,ZONAM
LONSURF,LONSURF
OCREVUS 30 MG/ML CONCENTRATE FOR SOLUTION FOR INFUSION,OCREVUS
AFUNDAS-L 50 MG,AFUNDASL
LEROXO 8 MG FILM COATED TABLET,LEROXO
NEXOL 40 mg Lyophilisate For Solution For Infusion,NEXOL
OFEV 100 mg Soft Capsule,OFEV
DESIRETT 75 mcg Film-Coated Tablets,DESIRETT
Resliva,RESLIVA
VITA-D 50000 IU Tablet,VITAD
CLOPACIN 75mg film-coated tablets,CLOPACIN
AROMAPLEX 25 mg Film-Coated Tablet,AROMAPLEX
LYSTEDA 650 mg Tablet,LYSTEDA
MOVIPREP POWDER FOR ORAL SOLUTION,MOVIPREP
RELPAX 20MG TABLET,RELPAX
TRUSOPT,TRUSOPT
ALDACTONE TAB,ALDACTONE
ZERSA 600 mg Film-coated Tablet,ZERSA
ZEVTERA 500 mg Powder for concentration for Solution for Infusion,ZEVTERA
PEMITRA 500 mg Vial,PEMITRA
LEUKERAN 2 MG. TAB.,LEUKERAN
NIMENRIX,NIMENRIX
DIPROSONE CREAM 0.05%,DIPROSONE
SEVOFLURANE Inhalation Anesthetic,SEVOFLURANE
BISOLOL 2.5 mg Tablet,BISOLOL
ALPROLIX 250 I.U Powder And Solvent For Solution For Injection,ALPROLIX
CEMIVIL 400 mg Film Coated Tablets,CEMIVIL
FLUCAZOL 50 mg Capsule,FLUCAZOL
MONCAS 10 mg Film Coated Tablet,MONCAS
ZEGA 75 MG CAPSULE,ZEGA
DESLIN 2.5mg/5ml Oral Solution,DESLIN
TULIP 10 mg film-coated tablet,TULIP
AMLOHOPE 10 mg/10 mg Capsule,AMLOHOPE
RESOCAL 99.934% POWDER FOR USE IN DRINKING WATER,RESOCAL
IKOTREF 100 mg Solution For Injection,IKOTREF
PRAXBIND 50 mg/ml Solution For Injection/Infusion,PRAXBIND
RINA 0.5 mg/ml Syrup,RINA
ZYLORIC 100MG TABLET,ZYLORIC
DIFICLIR 200 mg Film Coated Tablet,DIFICLIR
ALOXI 0.25 mg/ 5 ml Solution For Injection,ALOXI
FLEXBUMIN 200GM/L SOLUTION FOR INFUSION,FLEXBUMIN
APROVEL 300MG TAB,APROVEL
ROLENIUM 500/50 mcg Elpenhaler,ROLENIUM
ALADIN 50 mg film-coated tablets,ALADIN
BLINCYTO,BLINCYTO
IGAMAD 750 IU/ml Solution for Injection,IGAMAD
ARVIDA 0.5 mg Tablet,ARVIDA
MEROZA 500 mg powder for Solution for Injection or Infusion,MEROZA
DEPOJOY 60 mg film-coated tablet,DEPOJOY
TRULICITY 0.75 mg Solution for Injection in Prefilled Pen,TRULICITY
TOUJEO 300 IU/ml Solution for Injection in Pre-filled Pen,TOUJEO
ANTIKAST 4 mg chewable tablet,ANTIKAST
MARLON 10 mg film-coated tablet,MARLON
LODIPAM 5 mg Film-Coated Tablet,LODIPAM
CITOXAL 5 mg film-coated tablet,CITOXAL
KEFLEX 250MG-5ML SUSPENTION,KEFLEX
METAZ LOTION 0.1%,METAZ
TRACON 100MG CAPSULES,TRACON
JAKAVI 20MG TABLET,JAKAVI
RESTASIS 0.05% Eye Drop Emulsion,RESTASIS
IRINOTECAN JAZEERA 20 mg/ml concentrate for solution for infusion,IRINOTECAN
CEFAFOUR 1gm IV/IM Vial,CEFAFOUR
COSOPT EYE DROPS,COSOPT
TRIOSOF 320MG/ML INJECTION,TRIOSOF
FLOMOCIN 400 mg film-coated tablet,FLOMOCIN
TAGRISSO 40 mg Film-Coated Tablet,TAGRISSO
PARALOK 40 mg for I.V. Infusion,PARALOK
TECENTRIQ 60 mg/ml Concentrate For Solution For Infusion,TECENTRIQ
EREVARD 10MG Film-Coated Tablet,EREVARD
CINAC 30 MG FILM COATED TABLET,CINAC
SIMPONI 100 MG/ML SOLUTION FOR INJECTION IN PREFILLED PEN,SIMPONI
SEDALERT 100 MCG -ML IV. VIAL,SEDALERT
NEVOLEEN 1 mg/ml Ampoule,NEVOLEEN
QUTENZA 179 mg Cutaneous Patch,QUTENZA
TEDO 20 mg film-coated tablet,TEDO
ALLERTEC 5 mg film-coated tablet,ALLERTEC
FEGONA 0.5 MG CAPSULE,FEGONA
EVOX 750MG FILM COATED TABLET,EVOX
CYRAMZA 10 mg/ml Injection,CYRAMZA
RIFINAH,RIFINAH
TRAVATAN EYE DROP,TRAVATAN
ZEPILEN 1GM POWDER FOR SOLUTION FOR INJECTION/INFUSION,ZEPILEN
BINOCRIT 2000 I.U/1.0 ml Solution For Injection,BINOCRIT
MIRVASO 3 MG/G GEL,MIRVASO
ESCITAM 10 mg film-coated tablet,ESCITAM
NIZORTAN 40 mg Tablet,NIZORTAN
SOLFISAN 5 mg Film Coated Tablet,SOLFISAN
EPCLUSA 400 mg/100 mg Film-coated Tablet,EPCLUSA
TALTZ 80 mg/ml Injection,TALTZ
MOXICLAV 1 gm Film Coted Tablet,MOXICLAV
VENTAVIS 10 mcg/ml solution for inhalation,VENTAVIS
POSTINOR-2,POSTINOR
CARDEX,CARDEX
ARPEK 250 mg film-coated tablet,ARPEK
SALAZOPYRIN-EN TAB 500MG,SALAZOPYRINEN
MERONEM 1GM VIAL I-V,MERONEM
VOLCON 200 mg film-coated tablet,VOLCON
ENTAVIR 0.5 mg Film Coated Tablet,ENTAVIR
LINID 2 MG/ML SOLUTION FOR INFUSION,LINID
AMLOBEN 5 mg Tablet,AMLOBEN
REXULTI 0.25 mg Tablet,REXULTI
GLOZAL 5 mg film-coated tablet,GLOZAL
RIVETAL 1.5 mg Capsule,RIVETAL
MIXIF 400 mg Capsules,MIXIF
SYNJARDY 5/850 mg Film-coated Tablet,SYNJARDY
REPATHA 140 mg/ml Solution For Injection,REPATHA
Accofil 480 mcg/0.5 ml solution For injection/infusion,ACCOFIL
LEVODIS 5 mg/ml Solution For Injection,LEVODIS
MYORA 500 MG FILM COATED TABLET,MYORA
PRALUENT 150 mg Prefilled Pen,PRALUENT
ANNUVA 50 mg Tablet,ANNUVA
SERCAND 25 mg film-coated tablet,SERCAND
DESLORATADINE/GENEPHARM 5 mg film-coated tablet,DESLORATADINEGENEPHARM
SPIOLTO RESPIMATE,SPIOLTO
SPEDRA 50 mg Tablet,SPEDRA
PANLOCK 40 mg Enteric coated tablet,PANLOCK
LINDYNETTE 0.075/0.03 mg Film-coated Tablet,LINDYNETTE
GENVOYA Film-coated Tablet,GENVOYA
GEMCITABINE JAZEERA 40 mg/ml Lyophilisate For solution For infusion,GEMCITABINE
COLISTIN JPI Powder For Solution For Injection/Infusion,COLISTIN
ZIDRONIC 4 mg/5 ml Vial,ZIDRONIC
FEMAPLEX 2.5 mg film-coated tablet,FEMAPLEX
ZERBAXA Powder For Injection Vial,ZERBAXA
ELOCOM 0.1% OINTMENT,ELOCOM
DIPROSALIC OINTMENT,DIPROSALIC
ACETYLCYSTEINE 200mg/ml Injection,ACETYLCYSTEINE
OZURDEX 700 mcg Intravitreal Implant In Applicator,OZURDEX
PANREST 20 mg Enteric Coated Tablet,PANREST
DENACIF 300 mg Capsule,DENACIF
QUET 100 mg Film-coated Tablet,QUET
LUXAT 10mg Film Coated Tablet,LUXAT
ABILIFY MAINTENA 400 mg Powder And Solvent For Prolonged-Release,ABILIFY
PAFINUR 10 mg Tablet,PAFINUR
STEROFUNDIN ISO Solution For Infusion,STEROFUNDIN
XYRIO 20 mg Tablet,XYRIO
ACYCLOVIR JPI 250 mg vial,ACYCLOVIR
SUPRANE LIQUID FOR INHALATION,SUPRANE
MIDIANA 3 mg/ 0.3 mg F.C.tablet,MIDIANA
DAPO 60 MG FILM COATED TABLET,DAPO
DIFLUCAN 200 mg capsule,DIFLUCAN
CAMPTO 100MG-5ML VIAL FOR I.V INFUSION,CAMPTO
CLAZ MR 30 mg tablet,CLAZ
MYOZYME 50mg Powder For Concentrate For Solution For Infusion,MYOZYME
ALECENSA 150 Mg Capsule,ALECENSA
ELORES 1.5 g Powder For Solution For Injection/Infusion,ELORES
LIVADOR 750MG F.C.TABLET,LIVADOR
PROLASTIN®-C,PROLASTINC
METOJECT 50 mg/ml solution for injection,METOJECT
NUMETA G16% E,NUMETA
SEIZET 100 mg Chewable/Dispersible Tablet,SEIZET
MAVEC 100MG F.C. TABLET,MAVEC
Xelorni 8 mg F.C.TABLET,XELORNI
ENNLA 5% Cream,ENNLA
TARGINACT 10MG/5MG PR TABLET,TARGINACT
OBSOL 5 MG FILM COATED TABLET,OBSOL
"TRELEGY ELLIPTA 100/62.5/25MCG Inhalation powder, pre-dispensed",TRELEGY
GAMCET 0.4MG PROLONGED RELEASE F.C.TABLET,GAMCET
QUREX XL 1000 mg film-coated tablet,QUREX
ROLITAC 5 mg Capsule,ROLITAC
Xevaneer 300 mg capsule,XEVANEER
ANASTROZOLE 1MG F.C.TABLET,ANASTROZOLE
ZYPREXA 5MG COATED TABLETS,ZYPREXA
REVCOX 200MG CAPSULE,REVCOX
FACTOR IX GRIFOLS,FACTOR
XALTIN 5MG/ML CONC. FOR SOLUTION FOR INFUSION (10ml),XALTIN
REMIFENTANIL MEDIS 1 MG VIAL,REMIFENTANIL
ANORO ELLIPTA,ANORO
WELLBUTRIN XL 300 EXTENDED RELEASE F.C.TABLET,WELLBUTRIN
VOLIBRIS 5 mg film-coated tablet,VOLIBRIS
RELVAR ELLIPTA,RELVAR
